Name,Manufacturer,Fuel_Type,Transmission,Engine(CC),Mileage(Km/L),Seats,Price,cluster
Tata Manza Aura Quadrajet BS IV,Tata,Diesel,Manual,1248,21.12,5,1.8,4
Mercedes-Benz E-Class 280 CDI,Mercedesbenz,Diesel,Automatic,2987,11.0,5,11.5,3
Maruti SX4 Zxi with Leather BSIII,Maruti,Petrol,Manual,1586,15.6,5,2.8,0
Maruti Wagon R AMT VXI,Maruti,Petrol,Automatic,998,20.51,5,5.5,2
Datsun GO NXT,Datsun,Petrol,Manual,1198,20.63,5,2.7,0
Ford Figo Diesel ZXI,Ford,Diesel,Manual,1399,20.0,5,3.25,4
Skoda Superb Elegance 2.0 TDI CR AT,Skoda,Diesel,Automatic,1968,17.2,5,10.9,3
Hyundai i20 1.2 Magna,Hyundai,Petrol,Manual,1197,18.5,5,4.07,0
Toyota Innova Crysta 2.8 ZX AT,Toyota,Diesel,Automatic,2755,11.36,7,18.0,3
Honda Brio V MT,Honda,Petrol,Manual,1198,19.4,5,2.95,0
Skoda Superb Elegance 2.0 TDI CR AT,Skoda,Diesel,Automatic,1968,17.2,5,7.5,3
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mercedesbenz,Diesel,Automatic,2143,13.0,5,32.73,3
Toyota Fortuner 4x2 AT TRD Sportivo,Toyota,Diesel,Automatic,2982,12.55,7,21.5,3
Maruti SX4 ZXI MT BSIV,Maruti,Petrol,Manual,1586,16.51,5,2.5,0
Honda Jazz 1.5 V i DTEC,Honda,Diesel,Manual,1498,27.3,5,5.5,4
Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Petrol,Automatic,1794,14.53,5,7.5,2
Honda City ZX VTEC,Honda,Petrol,Manual,1497,16.9,5,1.55,0
BMW X1 xDrive 20d M Sport,Bmw,Diesel,Automatic,1995,20.68,5,29.0,3
Maruti Swift DDiS VDI,Maruti,Diesel,Manual,1248,28.4,5,8.4,4
Mahindra KUV 100 mFALCON D75 K8,Mahindra,Diesel,Manual,1198,25.32,6,6.5,5
Honda Jazz Mode,Honda,Petrol,Manual,1198,16.0,5,2.35,0
Maruti Swift ZXI,Maruti,Petrol,Manual,1197,20.4,5,5.55,0
Hyundai Grand i10 Asta Option AT,Hyundai,Petrol,Automatic,1197,18.9,5,5.35,2
Honda Amaze SX i-VTEC,Honda,Petrol,Manual,1198,17.8,5,5.25,0
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Petrol,Manual,1197,18.9,5,5.87,0
Volkswagen Vento Diesel Comfortline,Volkswagen,Diesel,Manual,1598,20.54,5,5.36,1
Maruti Ciaz 1.3 S,Maruti,Diesel,Manual,1248,28.09,5,7.75,4
Volkswagen Vento Petrol Highline AT,Volkswagen,Petrol,Automatic,1598,14.4,5,5.41,2
Hyundai i20 1.2 Magna,Hyundai,Petrol,Manual,1197,18.5,5,3.65,0
Honda Brio VX AT,Honda,Petrol,Automatic,1198,16.5,5,5.25,2
Honda City i VTEC VX,Honda,Petrol,Manual,1497,17.4,5,6.25,0
Tata Nano XT,Tata,Petrol,Manual,624,23.9,4,3.47,0
Mercedes-Benz S Class 2005 2013 S 350 L,Mercedesbenz,Petrol,Automatic,3498,10.13,5,8.85,2
Maruti Wagon R LXI BSIII,Maruti,Petrol,Manual,1061,14.0,5,0.85,0
Skoda Superb Elegance 1.8 TSI AT,Skoda,Petrol,Automatic,1798,13.7,5,13.65,2
Audi Q7 35 TDI Quattro Technology,Audi,Diesel,Automatic,2967,12.07,7,50.22,3
Maruti Swift ZXI Plus,Maruti,Petrol,Manual,1197,22.0,5,7.75,0
Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Diesel,Manual,2494,12.8,7,10.05,5
BMW 3 Series 320i Sedan,Bmw,Petrol,Automatic,1995,12.05,5,9.75,2
Mercedes-Benz GLA Class 200 CDI SPORT,Mercedesbenz,Diesel,Automatic,2143,17.9,5,23.0,3
Maruti Esteem LX BSII,Maruti,Petrol,Manual,1298,15.9,5,0.7,0
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,25.2,5,5.21,4
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Diesel,Manual,2494,12.99,7,7.5,5
Toyota Etios Liva GD,Toyota,Diesel,Manual,1364,23.59,5,2.65,5
Chevrolet Beat LT,Chevrolet,Petrol,Manual,1199,18.6,5,1.75,0
Ford Ikon 1.4 TDCi DuraTorq,Ford,Diesel,Manual,1399,13.8,5,1.0,4
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedesbenz,Diesel,Automatic,2143,19.27,5,33.0,3
Toyota Etios G,Toyota,Petrol,Manual,1496,17.6,5,2.2,0
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,Diesel,Manual,2494,12.8,7,12.83,5
BMW 6 Series Gran Coupe,Bmw,Diesel,Automatic,2993,17.54,4,68.94,3
Skoda Rapid 1.5 TDI Ambition,Skoda,Diesel,Manual,1498,21.13,5,4.1,1
Hyundai EON Magna,Hyundai,Petrol,Manual,814,22.0,5,2.85,0
Honda CR-V 2.4L 4WD AT,Honda,Petrol,Automatic,2354,11.1,5,3.7,2
Skoda Laura Elegance 2.0 TDI CR AT,Skoda,Diesel,Automatic,1968,20.0,5,9.06,3
Skoda Laura RS,Skoda,Petrol,Manual,1798,13.4,5,4.75,0
Honda City i DTec S,Honda,Diesel,Manual,1498,26.0,5,6.6,4
Tata New Safari 4X4 EX,Tata,Diesel,Manual,2179,13.93,7,3.5,4
Maruti Zen Estilo LXI BS IV,Maruti,Petrol,Manual,998,19.0,5,2.0,0
Honda Amaze S i-VTEC,Honda,Petrol,Manual,1198,17.8,5,3.89,0
Renault KWID 1.0 RXL,Renault,Petrol,Manual,999,23.01,5,3.6,0
Maruti Ciaz AT ZXi,Maruti,Petrol,Automatic,1373,19.12,5,6.95,2
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,Diesel,Manual,1396,22.54,5,7.03,1
Toyota Innova Crysta 2.4 ZX MT,Toyota,Diesel,Manual,2393,13.68,7,16.5,5
Maruti Ciaz ZDi Plus SHVS,Maruti,Diesel,Manual,1248,28.09,5,7.67,4
Jaguar XF Diesel,Jaguar,Diesel,Automatic,2993,14.74,5,23.19,3
Hyundai Xcent 1.2 Kappa S,Hyundai,Petrol,Manual,1197,19.1,5,6.21,0
Porsche Cayenne Diesel,Porsche,Diesel,Automatic,2967,16.12,5,45.82,3
Hyundai Xcent 1.1 CRDi S,Hyundai,Diesel,Manual,1120,24.4,5,5.95,1
Audi A4 2.0 TDI Multitronic,Audi,Diesel,Automatic,1968,16.55,5,11.0,3
Maruti Ciaz RS ZXi Plus,Maruti,Petrol,Manual,1373,20.73,5,7.19,0
Mercedes-Benz New C-Class 220 CDI MT,Mercedesbenz,Diesel,Manual,2148,15.8,5,26.0,1
Hyundai i10 Sportz,Hyundai,Petrol,Manual,1197,20.36,5,4.5,0
Hyundai i10 Sportz 1.2 AT,Hyundai,Petrol,Automatic,1197,16.95,5,3.1,2
Maruti Baleno Zeta 1.3,Maruti,Diesel,Manual,1248,27.39,5,5.95,4
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Petrol,Manual,1061,18.2,5,1.2,0
BMW 7 Series 730Ld,Bmw,Diesel,Automatic,2993,16.46,5,52.0,3
Audi Q7 4.2 TDI Quattro Technology,Audi,Diesel,Automatic,4134,11.33,7,48.0,3
BMW X5 xDrive 30d,Bmw,Diesel,Automatic,2993,11.7,5,21.99,3
Maruti Ritz LXI,Maruti,Petrol,Manual,1197,21.1,5,4.3,0
Nissan Sunny 2011-2014 Diesel XL,Nissan,Diesel,Manual,1461,21.64,5,3.75,1
Toyota Corolla Altis 1.8 Limited Edition,Toyota,Petrol,Manual,1798,14.28,5,8.95,0
Toyota Etios VXD,Toyota,Diesel,Manual,1364,23.59,5,4.75,5
Toyota Corolla Altis GL MT,Toyota,Petrol,Manual,1798,14.28,5,14.6,0
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Diesel,Automatic,1968,17.68,5,17.5,3
Maruti Ertiga ZDI,Maruti,Diesel,Manual,1248,20.77,7,5.2,4
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,6.04,0
Tata Indigo CS LX (TDI) BS III,Tata,Diesel,Manual,1396,19.09,5,2.7,4
Maruti Swift Dzire AMT ZDI,Maruti,Diesel,Automatic,1248,26.59,5,6.75,3
Volkswagen Polo Petrol Highline 1.6L,Volkswagen,Petrol,Manual,1598,15.26,5,2.35,0
Tata Tiago 1.2 Revotron XZ WO Alloy,Tata,Petrol,Manual,1199,23.84,5,5.0,0
Honda City i VTEC VX,Honda,Petrol,Manual,1497,17.8,5,6.95,0
Honda Amaze V Petrol,Honda,Petrol,Manual,1199,19.5,5,6.7,0
Audi A4 35 TDI Premium,Audi,Diesel,Automatic,1968,17.11,5,25.0,3
Volkswagen Vento Petrol Highline AT,Volkswagen,Petrol,Automatic,1598,14.4,5,3.75,2
Volkswagen Vento Diesel Trendline,Volkswagen,Diesel,Manual,1598,20.54,5,3.75,1
Honda City 1.5 S MT,Honda,Petrol,Manual,1497,17.0,5,5.1,0
Maruti Wagon R LXI,Maruti,Petrol,Manual,998,22.5,5,2.45,0
Skoda Superb 2.8 V6 AT,Skoda,Petrol,Automatic,2771,9.3,5,3.25,2
Honda City i DTEC SV,Honda,Diesel,Manual,1498,26.0,5,5.5,4
Maruti Wagon R LXI CNG,Maruti,CNG,Manual,998,26.6,5,3.77,4
Mercedes-Benz M-Class ML 350 4Matic,Mercedesbenz,Diesel,Automatic,2987,0.0,5,49.24,3
Maruti Alto 800 LXI,Maruti,Petrol,Manual,796,22.74,5,3.04,0
Hyundai i20 Magna 1.2,Hyundai,Petrol,Manual,1197,18.6,5,4.9,0
Ford Ecosport 1.5 DV5 MT Trend,Ford,Diesel,Manual,1498,22.7,5,6.25,4
BMW 3 Series GT 320d Luxury Line,Bmw,Diesel,Automatic,1995,19.59,5,33.0,3
BMW X5 xDrive 30d,Bmw,Diesel,Automatic,2993,11.7,5,27.0,3
Honda Amaze S i-Vtech,Honda,Petrol,Manual,1198,18.0,5,5.21,0
Ford EcoSport 1.5 Ti VCT MT Titanium,Ford,Petrol,Manual,1499,15.85,5,5.75,0
Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,Diesel,Automatic,2993,14.74,5,16.58,3
Toyota Corolla 1.8 J,Toyota,Petrol,Manual,1798,14.53,5,11.0,0
Hyundai i10 Sportz,Hyundai,Petrol,Manual,1197,20.36,5,2.8,0
Mercedes-Benz New C-Class C220 CDI Executive Edition,Mercedesbenz,Diesel,Automatic,2148,15.8,5,37.99,3
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Diesel,Manual,1968,20.0,5,3.65,1
Ford Endeavour 4x2 XLT,Ford,Diesel,Manual,2499,13.1,7,6.0,4
Ford Figo Petrol EXI,Ford,Petrol,Manual,1196,15.6,5,4.54,0
Honda Amaze S i-Vtech,Honda,Petrol,Manual,1198,18.0,5,5.4,0
Tata Indica Vista TDI LS,Tata,Diesel,Manual,1405,19.1,5,3.3,4
Volvo XC60 D4 Summum,Volvo,Diesel,Automatic,1985,14.7,5,18.25,3
Datsun Redi GO Sport,Datsun,Petrol,Manual,799,22.7,5,3.1,0
Hyundai EON Era Plus,Hyundai,Petrol,Manual,814,21.1,5,3.84,0
Maruti Alto 800 VXI,Maruti,Petrol,Manual,796,22.74,5,2.44,0
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,3.6,0
Hyundai i10 Asta,Hyundai,Petrol,Manual,1197,20.36,5,3.9,0
Nissan Sunny 2011-2014 XL,Nissan,Petrol,Manual,1498,16.95,5,2.9,0
Toyota Corolla Altis G,Toyota,Petrol,Manual,1798,14.53,5,3.5,0
Hyundai Verna CRDi ABS,Hyundai,Diesel,Manual,1493,18.1,5,3.5,1
Maruti Alto 800 2016-2019 LXI Optional,Maruti,Petrol,Manual,796,24.7,5,3.5,0
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Diesel,Manual,1396,21.9,5,7.0,1
Hyundai Verna 1.6 CRDi AT S,Hyundai,Diesel,Automatic,1582,19.08,5,8.7,3
Audi Q7 3.0 TDI Quattro Technology,Audi,Diesel,Automatic,2967,12.07,7,45.0,3
Tata Indica V2 eLS,Tata,Diesel,Manual,1396,25.0,5,1.8,4
Chevrolet Spark 1.0 LS,Chevrolet,Petrol,Manual,995,18.0,5,0.99,0
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Petrol,Manual,1197,18.9,5,4.8,0
Toyota Fortuner 4x4 MT TRD Sportivo,Toyota,Diesel,Manual,2982,12.55,7,17.95,5
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Petrol,Manual,1197,18.9,5,5.66,0
Honda City 1.5 S MT,Honda,Petrol,Manual,1497,17.0,5,3.1,0
Hyundai Elite i20 Petrol Asta,Hyundai,Petrol,Manual,1197,18.6,5,6.54,0
Ford Mustang V8,Ford,Petrol,Automatic,4951,13.0,4,56.8,2
Toyota Innova Crysta 2.8 GX AT,Toyota,Diesel,Automatic,2755,11.36,7,19.4,3
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Petrol,Manual,1061,18.2,5,1.65,0
Maruti Swift ZDi,Maruti,Diesel,Manual,1248,22.9,5,4.35,4
Fiat Avventura MULTIJET Emotion,Fiat,Diesel,Manual,1248,20.5,5,6.5,1
Maruti Zen Estilo VXI BSIII,Maruti,Petrol,Manual,998,18.2,5,1.11,0
Renault Duster 85PS Diesel RxL,Renault,Diesel,Manual,1461,19.87,5,5.5,1
Mitsubishi Pajero 2.8 SFX,Mitsubishi,Diesel,Manual,2835,10.5,6,11.0,5
Maruti Celerio VXI AT,Maruti,Petrol,Automatic,998,23.1,5,3.9,2
Tata Indica V2 DLS BSIII,Tata,Diesel,Manual,1405,17.88,5,1.8,4
Hyundai Elite i20 Petrol Asta,Hyundai,Petrol,Manual,1197,18.6,5,6.22,0
Maruti Celerio VXI AT,Maruti,Petrol,Automatic,998,23.1,5,4.3,2
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Petrol,Manual,1197,18.9,5,5.99,0
Hyundai i20 1.2 Magna Executive,Hyundai,Petrol,Manual,1197,18.6,5,6.0,0
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Petrol,Manual,1591,17.1,5,5.85,0
Land Rover Freelander 2 SE,Land,Diesel,Automatic,2179,12.39,5,19.94,3
Maruti Swift VXI BSIII,Maruti,Petrol,Manual,1298,16.1,5,2.9,0
Honda Amaze SX i-VTEC,Honda,Petrol,Manual,1198,18.0,5,4.25,0
Toyota Corolla Altis Diesel D4DG,Toyota,Diesel,Manual,1364,21.43,5,5.99,5
Honda Amaze S Diesel,Honda,Diesel,Manual,1498,27.4,5,3.3,4
Audi A6 3.0 TDI quattro,Audi,Diesel,Automatic,2967,16.77,5,8.08,3
Maruti Wagon R VXI,Maruti,Petrol,Manual,998,22.5,5,4.5,0
Honda Mobilio E i DTEC,Honda,Diesel,Manual,1498,24.2,7,6.5,4
Honda CR-V 2.4 4WD AT,Honda,Petrol,Automatic,2354,10.1,5,3.9,2
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Petrol,Manual,1591,17.1,5,5.25,0
Hyundai Santa Fe 4x4 AT,Hyundai,Diesel,Automatic,2199,11.72,7,17.0,3
Hyundai i10 Sportz AT,Hyundai,Petrol,Automatic,1197,16.95,5,3.5,2
Ford Fusion Plus 1.4 TDCi Diesel,Ford,Diesel,Manual,1399,17.7,5,3.0,4
Hyundai i10 Sportz,Hyundai,Petrol,Manual,1197,20.36,5,4.87,0
Hyundai Xcent 1.1 CRDi SX Option,Hyundai,Diesel,Manual,1120,24.4,5,6.0,1
Skoda Superb Style 2.0 TDI AT,Skoda,Diesel,Automatic,1968,18.19,5,15.5,3
Ford Fiesta 1.4 Duratec EXI,Ford,Petrol,Manual,1388,16.6,5,1.6,0
Maruti Baleno Zeta Automatic,Maruti,Petrol,Automatic,1197,21.4,5,7.25,2
Skoda Laura 1.9 TDI MT Ambiente,Skoda,Diesel,Manual,1896,17.0,5,3.25,1
Volkswagen Vento 1.5 TDI Comfortline,Volkswagen,Diesel,Manual,1498,20.64,5,3.4,1
Audi Q7 3.0 TDI Quattro Technology,Audi,Diesel,Automatic,2967,12.07,7,30.5,3
Hyundai Verna VTVT 1.6 SX Option,Hyundai,Petrol,Manual,1591,17.0,5,7.97,0
Mercedes-Benz New C-Class 220 CDI AT,Mercedesbenz,Diesel,Automatic,2143,14.84,5,13.51,3
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,5.43,4
Ford Fiesta 1.4 Duratec EXI Limited Edition,Ford,Petrol,Manual,1388,16.6,5,2.6,0
Hyundai i20 Magna Optional 1.2,Hyundai,Petrol,Manual,1197,18.5,5,4.45,0
Maruti Alto 800 LXI,Maruti,Petrol,Manual,796,22.74,5,2.75,0
BMW 5 Series 530i Sedan,Bmw,Petrol,Automatic,2996,10.6,5,8.75,2
Fiat Grande Punto 1.4 Emotion,Fiat,Petrol,Manual,1368,14.6,5,5.41,0
Maruti Dzire AMT ZDI Plus,Maruti,Diesel,Automatic,1248,28.4,5,8.55,3
Mahindra XUV500 W6 2WD,Mahindra,Diesel,Manual,2179,15.1,7,8.25,5
Volvo XC90 2007-2015 D5 AT AWD,Volvo,Diesel,Automatic,2400,11.1,7,23.58,3
Hyundai i10 Sportz 1.2,Hyundai,Petrol,Manual,1197,20.36,5,4.49,0
Toyota Fortuner 3.0 Diesel,Toyota,Diesel,Manual,2982,11.5,7,12.99,5
Tata Nano XTA,Tata,Petrol,Automatic,624,21.9,4,2.8,2
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Diesel,Automatic,2967,12.07,7,47.5,3
Honda City i VTEC CVT VX,Honda,Petrol,Automatic,1497,18.0,5,8.95,2
Renault Duster 110PS Diesel RxL,Renault,Diesel,Manual,1461,19.01,5,5.5,1
Honda Amaze S i-VTEC,Honda,Petrol,Manual,1198,17.8,5,4.75,0
Honda Amaze S i-Vtech,Honda,Petrol,Manual,1198,18.0,5,4.75,0
BMW 3 Series 320i,Bmw,Petrol,Automatic,1995,12.05,5,9.5,2
Maruti Ritz LDi,Maruti,Diesel,Manual,1248,23.2,5,3.77,4
Honda City 1.5 S MT,Honda,Petrol,Manual,1497,17.0,5,4.25,0
BMW 3 Series 320d Sport Line,Bmw,Diesel,Automatic,1995,18.88,5,19.9,3
Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Volkswagen,Diesel,Manual,1896,15.0,5,4.0,1
Maruti Swift Dzire LXI,Maruti,Petrol,Manual,1197,19.1,5,4.16,0
Jaguar XF 2.2 Litre Executive,Jaguar,Diesel,Automatic,2179,16.36,5,38.0,3
Hyundai Xcent 1.2 Kappa AT SX Option,Hyundai,Petrol,Automatic,1197,16.9,5,6.34,2
Maruti Eeco 7 Seater Standard,Maruti,Petrol,Manual,1196,15.1,7,3.75,0
Audi A4 New 2.0 TDI Multitronic,Audi,Diesel,Automatic,1968,15.2,5,10.2,3
Maruti Grand Vitara MT,Maruti,Petrol,Manual,1995,9.8,5,3.95,0
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.34,5,9.75,1
Hyundai Elite i20 Petrol Asta,Hyundai,Petrol,Manual,1197,18.6,5,7.93,0
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Diesel,Manual,1399,17.8,5,2.1,4
Mitsubishi Pajero Sport 4X4,Mitsubishi,Diesel,Manual,2477,13.5,7,16.42,5
Hyundai Santa Fe 4X4,Hyundai,Diesel,Manual,2199,14.66,7,8.9,1
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,15.1,7,7.21,5
Mercedes-Benz GLE 350d,Mercedesbenz,Diesel,Automatic,2987,11.57,5,65.0,3
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,Diesel,Manual,2179,12.05,7,7.4,5
Honda City 1.5 S AT,Honda,Petrol,Automatic,1497,16.8,5,5.15,2
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mercedesbenz,Diesel,Automatic,2987,12.0,7,32.0,3
Honda City 1.5 S MT,Honda,Petrol,Manual,1497,17.0,5,3.25,0
Maruti Wagon R VXI AMT,Maruti,Petrol,Automatic,998,22.5,5,3.95,2
Tata Indigo eCS GLE BSIII,Tata,Petrol,Manual,1193,15.4,5,1.5,0
Hyundai i20 2015-2017 1.2 Asta with AVN,Hyundai,Petrol,Manual,1197,17.0,5,3.0,0
Honda Jazz Active,Honda,Petrol,Manual,1198,16.0,5,1.99,0
Maruti A-Star Lxi,Maruti,Petrol,Manual,998,19.0,5,1.35,0
BMW 3 Series 320d Highline,Bmw,Diesel,Automatic,1995,16.07,5,13.5,3
Skoda Yeti Elegance,Skoda,Diesel,Manual,1968,17.67,5,6.99,1
Nissan Terrano XV Premium 110 PS,Nissan,Diesel,Manual,1461,19.01,5,8.5,1
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Diesel,Manual,1199,22.07,5,2.89,1
BMW 3 Series 320d,Bmw,Diesel,Automatic,1995,22.69,5,10.5,3
Nissan Sunny 2011-2014 XL,Nissan,Petrol,Manual,1498,16.95,5,3.97,0
Maruti Alto K10 VXI AGS,Maruti,Petrol,Automatic,998,24.07,5,4.25,2
Maruti Ritz ZXI,Maruti,Petrol,Manual,1197,21.1,5,6.17,0
Audi Q5 30 TDI quattro Premium Plus,Audi,Diesel,Automatic,1968,14.16,5,38.72,3
Hyundai Verna CRDi SX,Hyundai,Diesel,Manual,1493,16.8,5,6.5,1
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,4.25,4
Honda City i DTEC SV,Honda,Diesel,Manual,1498,26.0,5,4.75,4
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Toyota,Diesel,Automatic,2755,12.9,7,17.71,3
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.34,5,5.85,1
BMW 5 Series 520d Luxury Line,Bmw,Diesel,Automatic,1995,22.48,5,17.27,3
BMW 3 Series 320d Sedan,Bmw,Diesel,Automatic,1995,16.07,5,9.25,3
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Petrol,Automatic,1591,13.0,5,12.75,2
BMW 3 Series Luxury Line,Bmw,Diesel,Automatic,1995,21.76,5,27.0,3
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Mercedesbenz,Diesel,Automatic,2143,14.84,5,21.0,3
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,26.59,5,7.95,4
Maruti Celerio ZXI,Maruti,Petrol,Manual,998,23.1,5,4.5,0
BMW 3 Series 320d GT Luxury Line,Bmw,Diesel,Automatic,1995,19.59,5,33.75,3
Audi Q7 4.2 TDI Quattro Technology,Audi,Diesel,Automatic,4134,11.33,7,17.51,3
Honda Jazz V,Honda,Petrol,Manual,1199,18.2,5,6.8,0
Tata Nano Cx BSIV,Tata,Petrol,Manual,624,25.4,4,1.68,0
Maruti Alto 800 2016-2019 LXI,Maruti,Petrol,Manual,796,24.7,5,2.9,0
Maruti Wagon R VXI,Maruti,Petrol,Manual,998,22.5,5,3.16,0
Hyundai Xcent 1.1 CRDi Base,Hyundai,Diesel,Manual,1120,24.4,5,3.9,1
Chevrolet Beat LT,Chevrolet,Petrol,Manual,1199,17.8,5,1.95,0
Jaguar XF 2.2 Litre Luxury,Jaguar,Diesel,Automatic,2179,16.36,5,26.52,3
Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Diesel,Automatic,1968,18.33,5,9.0,3
Hyundai i20 Asta 1.4 CRDi,Hyundai,Diesel,Manual,1396,21.27,5,4.5,1
Mitsubishi Pajero 2.8 SFX,Mitsubishi,Diesel,Manual,2835,10.5,6,8.75,5
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,Diesel,Automatic,1248,24.3,5,11.5,3
Maruti Alto K10 LXI,Maruti,Petrol,Manual,998,24.07,5,3.0,0
Hyundai EON Magna Plus,Hyundai,Petrol,Manual,814,21.1,5,3.79,0
Maruti Ciaz VDi Plus SHVS,Maruti,Diesel,Manual,1248,28.09,5,6.0,4
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Diesel,Manual,1582,19.67,5,13.25,1
Skoda Superb Ambition 2.0 TDI CR AT,Skoda,Diesel,Automatic,1968,17.2,5,8.0,3
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.14,5,5.8,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Diesel,Manual,2494,12.99,7,13.5,5
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mercedesbenz,Diesel,Automatic,2143,14.21,5,25.0,3
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.14,5,5.49,1
Audi Q3 2.0 TDI,Audi,Diesel,Automatic,1968,17.32,5,19.0,3
Hyundai i20 1.2 Magna,Hyundai,Petrol,Manual,1197,18.5,5,2.5,0
Hyundai i10 Sportz 1.1L,Hyundai,Petrol,Manual,1086,19.81,5,3.0,0
Tata Tigor 1.05 Revotorq XT,Tata,Diesel,Manual,1047,24.7,5,6.64,4
Hyundai EON Era,Hyundai,Petrol,Manual,814,21.1,5,3.21,0
Hyundai Santro Xing GLS,Hyundai,Petrol,Manual,1086,17.92,5,1.55,0
Hyundai Santro Xing GLS,Hyundai,Petrol,Manual,1086,17.92,5,2.59,0
Honda City i-VTEC S,Honda,Petrol,Manual,1497,17.4,5,3.87,0
Maruti Vitara Brezza ZDi,Maruti,Diesel,Manual,1248,24.3,5,9.75,4
Audi A4 35 TDI Technology Edition,Audi,Diesel,Automatic,1968,17.11,5,32.91,3
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mercedesbenz,Diesel,Automatic,2143,14.21,5,16.75,3
Honda Civic 2006-2010 1.8 MT Sport,Honda,Petrol,Manual,1799,13.5,5,1.9,0
Hyundai i20 Magna 1.2,Hyundai,Petrol,Manual,1197,18.6,5,6.59,0
Audi Q3 35 TDI Quattro Premium Plus,Audi,Diesel,Automatic,1968,15.73,5,31.93,3
Honda City i DTEC VX,Honda,Diesel,Manual,1498,25.1,5,7.25,4
Hyundai i10 Era 1.1 iTech SE,Hyundai,Petrol,Manual,1086,19.81,5,1.9,0
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,25.2,5,3.55,4
Ford Endeavour 3.0L 4X4 AT,Ford,Diesel,Automatic,2953,11.4,7,9.25,3
Ford Ikon 1.3 Flair,Ford,Petrol,Manual,1299,13.8,5,1.65,0
BMW X1 sDrive 20d xLine,Bmw,Diesel,Automatic,1995,20.68,5,36.64,3
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mercedesbenz,Diesel,Automatic,2143,14.21,5,16.0,3
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,CNG,Manual,1196,15.1,5,5.38,4
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,4.35,4
Maruti Zen LXi - BS III,Maruti,Petrol,Manual,993,17.3,5,1.2,0
Hyundai i20 Magna,Hyundai,Petrol,Manual,1197,18.5,5,4.1,0
BMW X5 3.0d,Bmw,Diesel,Automatic,2993,11.0,5,18.75,3
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Diesel,Manual,1582,19.67,5,13.78,1
Maruti Swift Dzire LDI,Maruti,Diesel,Manual,1248,26.59,5,4.0,4
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,4.33,4
Hyundai Grand i10 1.2 CRDi Asta,Hyundai,Diesel,Manual,1186,24.0,5,5.43,1
